Ambient_Temp_C,Total_Load_kW,Current_Temp_C,Future_Temp_30Min_C
33.1,85.1,69.4,89.0
27.5,80.1,60.0,75.5
21.9,106.9,64.6,88.1
32.5,74.5,64.0,78.4
39.9,95.6,76.4,94.8
37.7,37.4,50.7,59.7
21.3,84.6,54.6,71.4
21.8,109.2,64.5,88.2
30.1,52.4,49.4,61.4
27.4,95.7,69.3,89.9
25.8,89.7,66.0,84.1
27.0,16.5,32.9,37.5
40.1,74.0,69.9,84.0
43.2,24.3,52.6,54.0
30.1,116.4,78.9,104.2
42.7,99.3,85.0,105.8
28.0,22.1,33.3,37.4
31.9,120.9,92.5,114.7
25.7,75.4,53.2,66.2
36.0,47.9,58.7,68.5
44.5,13.8,50.9,56.2
35.1,69.6,61.3,75.8
28.9,52.7,49.5,60.1
36.2,21.1,44.1,48.5
23.1,98.2,63.4,87.2
42.2,110.7,88.6,112.7
32.6,93.2,67.6,86.0
31.2,100.5,75.1,95.9
34.6,33.8,51.4,58.7
35.6,39.0,49.5,56.2
21.8,32.9,35.1,43.2
37.1,94.2,78.1,96.4
26.0,114.3,74.2,95.7
37.8,88.9,72.7,91.6
40.6,107.0,85.0,107.2
40.1,80.3,78.2,94.4
33.8,52.6,55.1,65.0
33.0,56.8,54.5,65.6
23.6,18.3,31.2,36.7
39.4,13.5,45.3,48.7
26.8,86.5,60.3,77.2
32.4,58.2,56.6,65.8
27.1,70.7,52.9,66.6
23.3,71.3,50.6,65.9
35.7,40.5,53.5,60.9
21.4,62.3,42.8,55.2
38.7,61.8,65.2,77.1
27.9,52.7,45.0,56.4
20.0,100.3,56.7,79.2
32.8,59.6,55.6,68.3
21.2,76.4,52.3,68.4
26.9,108.5,73.0,95.1
37.7,105.3,79.9,101.3
21.6,107.9,64.3,88.3
41.0,39.7,58.0,67.4
20.1,13.8,23.9,30.0
26.2,38.7,41.9,51.0
38.5,122.8,89.2,111.9
27.9,110.0,72.1,93.8
22.5,81.4,54.9,73.4
29.0,19.0,35.0,37.9
26.8,24.9,37.0,43.5
41.1,27.1,52.2,56.8
27.8,79.3,61.9,78.9
39.7,90.9,72.9,90.7
42.3,104.6,84.0,107.1
30.8,113.5,74.7,96.8
42.7,32.2,57.4,64.4
29.4,44.1,48.6,57.4
44.1,36.4,59.7,67.4
22.2,49.5,40.6,50.5
37.2,110.6,83.2,105.6
32.3,73.3,58.6,74.5
29.7,91.2,62.7,80.7
35.8,63.9,58.8,71.0
37.6,13.2,42.8,45.0
20.1,17.1,28.3,31.1
24.2,69.2,45.9,59.5
37.8,89.1,76.1,95.9
36.7,33.7,50.4,56.9
44.2,89.4,76.8,95.5
39.0,99.2,78.9,97.7
43.8,129.9,92.0,113.5
37.6,92.1,75.6,98.5
27.5,54.4,51.4,61.5
22.6,84.6,53.7,73.6
39.5,94.0,76.3,96.0
36.1,105.2,85.3,102.4
21.2,48.0,43.8,54.1
29.0,55.2,52.4,64.0
43.9,28.2,60.9,62.5
32.5,32.4,44.6,50.1
30.8,86.3,63.9,82.2
31.4,107.7,92.2,113.0
25.2,53.4,49.3,58.5
29.2,29.8,40.4,45.6
29.2,41.4,46.0,55.5
21.3,60.1,45.5,56.0
39.2,42.0,56.1,65.1
30.4,35.7,43.4,52.9
40.6,91.0,76.7,96.4
41.3,10.9,45.2,48.1
25.3,69.3,53.0,64.5
36.4,97.3,77.2,96.3
31.8,39.3,51.0,62.0
42.0,76.4,70.9,86.2
25.4,83.6,58.0,77.6
36.9,82.1,68.1,84.6
35.2,59.0,59.2,71.1
27.4,48.1,45.6,56.5
23.4,102.0,64.7,86.2
36.3,93.4,75.9,95.8
38.5,45.3,51.5,60.3
27.9,21.3,37.4,40.1
36.1,17.9,42.4,44.9
29.9,20.4,38.9,42.3
37.8,74.1,65.7,81.1
25.0,15.7,33.6,38.3
42.3,47.1,62.9,72.7
27.2,92.9,65.5,85.6
29.2,42.4,47.7,56.7
21.5,94.0,57.5,75.8
22.8,92.0,58.3,77.8
32.9,37.0,49.2,57.0
26.7,90.2,61.2,81.5
40.9,121.5,91.3,114.9
20.4,53.7,41.2,49.5
29.5,33.1,43.7,50.9
28.4,67.3,59.6,73.8
20.5,111.4,63.6,86.9
23.1,80.4,55.4,72.3
30.3,122.3,92.7,109.9
32.3,85.1,68.3,85.3
30.1,57.0,52.2,63.9
33.3,75.1,62.3,78.3
34.9,90.7,70.7,88.0
20.2,66.6,49.8,63.3
31.6,99.5,70.9,91.7
44.1,89.4,80.0,101.2
33.0,77.7,63.2,79.1
36.9,26.6,49.0,54.7
27.8,102.0,68.9,91.6
39.3,128.9,85.4,103.2
39.3,25.1,47.4,54.9
33.0,63.7,54.5,70.9
44.4,38.5,58.1,66.3
23.1,93.0,61.9,80.5
20.4,89.4,58.8,79.8
39.3,25.5,50.8,57.2
40.2,106.5,83.9,106.2
23.0,29.9,34.7,43.2
26.6,97.7,67.3,89.6
20.4,112.8,89.8,109.3
27.3,46.1,49.4,59.1
39.3,27.4,50.1,56.7
32.9,28.4,47.0,52.8
28.7,82.8,63.6,78.7
29.3,70.5,59.0,72.2
20.0,23.4,25.4,28.7
27.5,22.4,38.3,43.6
36.2,18.0,43.1,45.1
44.4,91.8,80.2,99.9
41.2,88.3,73.5,95.1
20.6,16.4,27.1,32.7
42.5,71.6,71.2,83.5
39.6,19.3,44.7,47.1
39.5,109.4,80.3,102.4
31.4,109.8,76.3,97.5
30.0,86.8,66.4,82.0
27.6,111.9,72.7,96.1
21.6,99.3,63.6,85.3
25.7,101.1,66.0,88.7
26.2,72.7,55.1,69.7
32.1,43.7,47.7,56.7
38.7,34.0,49.1,57.1
31.8,46.0,54.0,63.1
21.4,79.1,55.4,73.0
43.9,29.0,52.8,59.8
43.6,38.5,59.3,66.7
39.6,61.5,64.0,74.2
44.8,35.6,58.5,68.3
33.6,74.8,62.7,77.4
44.1,111.5,89.5,113.3
21.9,92.3,60.4,76.8
29.1,83.3,63.3,80.7
25.6,74.1,55.0,70.8
24.9,63.7,50.1,63.7
23.5,30.5,37.6,48.3
35.6,108.4,79.9,101.6
39.5,37.3,54.6,63.7
34.5,20.0,42.4,47.4
23.7,92.5,61.4,79.7
40.3,29.3,51.1,58.5
35.9,50.9,57.9,68.2
29.7,13.1,32.8,37.1
36.9,25.1,46.1,54.4
26.5,29.1,39.3,45.5
28.6,16.0,32.8,35.9
42.9,82.2,72.7,91.8
27.3,102.1,68.2,91.7
31.7,51.1,48.8,58.5
42.3,106.2,82.1,104.0
37.7,33.5,52.6,60.5
21.6,45.8,39.5,48.9
23.7,26.6,36.9,40.8
20.2,78.3,49.1,66.6
35.8,56.2,58.1,70.9
31.2,77.5,63.0,78.7
23.4,93.8,58.5,78.6
43.9,70.0,74.0,87.7
33.2,79.0,65.9,80.7
26.0,112.9,68.0,91.3
32.5,42.9,49.6,58.7
37.0,49.5,57.6,65.7
21.9,88.9,56.3,74.5
26.9,77.2,54.8,71.5
40.2,29.6,52.6,60.5
31.5,51.4,56.5,66.3
33.7,61.5,57.5,68.6
30.8,56.1,56.4,67.6
21.1,29.6,31.4,37.0
24.1,111.7,69.2,93.5
31.1,93.9,70.2,89.3
25.2,62.9,50.4,59.5
21.2,84.8,54.6,78.0
41.1,108.7,86.0,108.9
44.5,25.0,58.3,63.3
39.8,37.5,55.4,61.0
41.3,69.7,68.2,80.7
26.0,97.9,64.8,85.3
44.0,14.0,54.7,57.6
24.9,118.2,72.5,98.3
43.8,60.0,66.6,79.7
44.9,49.5,62.4,71.2
37.8,42.2,51.0,56.5
44.5,29.2,56.9,62.8
34.2,97.1,74.4,93.8
26.5,115.1,71.7,94.1
30.9,55.5,53.1,66.0
34.8,114.8,78.4,100.4
21.8,100.6,62.3,84.4
35.6,62.9,61.7,72.7
44.5,84.1,77.1,95.1
24.8,57.8,51.3,64.5
39.8,71.5,66.7,81.4
42.7,16.4,49.8,55.7
43.6,86.6,79.9,100.8
44.0,15.8,50.2,53.9
33.0,99.9,72.6,94.4
44.4,100.7,81.9,104.9
38.9,36.1,56.1,64.2
24.0,45.6,41.9,52.2
31.9,62.9,58.2,70.5
38.0,75.6,69.6,82.8
26.2,41.6,41.6,48.3
36.0,75.2,65.7,85.1
36.7,42.8,56.4,65.6
24.1,16.1,28.3,31.5
34.1,10.3,42.5,46.1
39.3,21.1,46.3,49.7
32.5,97.1,69.0,90.5
20.3,115.8,66.9,91.3
20.2,57.0,47.4,59.6
28.9,66.4,51.7,65.5
43.2,26.2,53.3,57.4
25.7,70.6,54.9,68.4
35.9,108.0,86.2,105.4
25.6,77.2,57.2,73.3
28.0,112.7,71.7,93.1
41.2,31.5,52.6,57.5
38.2,94.1,75.6,95.6
22.4,12.6,25.2,27.8
30.7,51.3,51.2,62.2
20.7,22.2,28.8,33.5
32.0,48.8,50.6,64.7
36.6,29.1,48.8,55.1
23.0,51.1,39.7,50.3
27.2,55.9,49.1,61.1
29.9,43.1,51.8,61.9
43.0,82.2,73.7,91.1
44.8,111.1,91.8,115.9
21.1,54.1,42.9,54.8
39.0,31.2,50.3,56.5
29.3,39.8,42.6,51.3
29.8,103.9,71.7,95.9
38.9,72.9,70.9,86.3
43.0,60.1,66.2,77.4
43.8,26.5,54.2,59.3
34.4,59.5,60.2,69.4
28.9,40.6,45.9,54.5
39.7,113.7,82.0,108.2
26.3,107.2,69.4,89.9
34.1,19.2,44.8,48.8
29.0,66.8,55.6,71.1
36.4,34.8,44.8,54.3
26.0,55.2,48.9,62.3
24.8,106.5,67.0,86.6
43.0,68.0,66.5,81.9
22.5,46.8,37.9,45.8
32.6,32.9,47.7,53.0
25.5,98.0,63.3,85.2
21.0,78.7,50.6,67.6
20.9,61.5,45.4,59.4
24.4,33.9,36.7,42.5
41.7,46.8,60.6,72.6
27.1,115.6,72.9,98.2
43.8,112.5,89.3,104.4
34.5,54.1,55.1,65.0
30.9,67.4,58.7,74.6
34.5,105.4,85.0,105.0
32.9,47.4,51.7,60.8
39.0,29.7,54.7,61.5
27.1,74.3,58.3,74.6
28.8,83.2,63.8,79.8
42.4,123.2,93.4,117.3
43.7,107.0,86.9,112.1
42.3,50.8,61.8,73.5
30.5,18.3,39.4,43.7
39.5,115.4,85.5,110.2
31.9,57.9,55.5,65.3
32.4,78.6,64.2,80.8
25.1,83.3,58.4,76.0
34.8,70.1,68.7,82.0
24.7,32.6,36.4,42.9
28.3,93.1,64.2,80.3
41.4,98.4,82.1,101.0
25.2,70.8,52.3,68.7
21.8,63.7,46.7,62.7
21.7,22.5,28.6,32.1
43.5,19.2,52.2,56.4
32.7,47.4,52.6,64.1
30.2,44.2,47.3,55.8
40.3,114.9,87.7,112.7
40.9,96.2,75.7,96.2
28.3,82.6,59.9,79.2
37.3,66.9,63.8,75.9
39.3,28.4,48.3,52.8
36.4,117.6,79.9,105.4
23.8,51.3,43.7,54.6
41.9,21.8,52.0,56.3
33.5,64.3,61.8,75.9
27.1,106.1,68.4,89.4
30.6,107.6,75.1,95.5
20.9,11.2,26.7,28.2
23.2,107.5,68.6,90.4
39.1,39.9,54.4,62.4
20.0,14.3,22.1,27.4
30.4,103.3,71.9,94.7
33.1,105.0,73.0,96.1
21.4,75.6,50.2,66.5
44.3,73.2,73.0,87.8
25.7,99.4,64.8,84.4
27.6,96.5,66.5,84.9
27.6,107.9,72.2,93.6
25.8,70.8,53.3,68.2
20.0,116.4,67.4,90.0
38.2,119.6,86.1,111.5
44.2,22.8,55.2,59.5
25.6,103.4,66.6,87.8
36.6,65.0,62.4,77.8
38.5,52.6,58.9,66.3
41.2,77.4,71.9,87.6
30.6,16.2,35.5,35.5
27.6,65.7,52.1,66.4
28.1,105.8,72.0,95.2
37.8,33.5,49.0,54.3
40.4,56.9,62.5,72.7
24.5,113.3,71.9,93.0
29.3,57.1,51.4,63.6
42.5,49.4,64.0,73.7
40.2,58.5,62.4,74.3
44.6,67.1,69.4,83.1
38.9,79.5,67.5,83.0
29.8,98.1,71.7,93.7
34.8,59.7,56.4,69.6
36.5,99.9,78.0,97.0
22.0,68.7,47.4,61.0
33.6,47.2,55.1,63.5
37.7,82.4,75.1,94.1
24.2,88.9,56.4,76.5
39.5,71.4,65.9,80.9
34.6,16.2,42.6,48.4
43.8,28.7,56.3,64.4
21.1,41.4,39.2,47.4
26.6,41.1,41.9,50.0
35.0,84.1,72.6,89.4
27.4,12.0,32.5,33.5
37.9,93.1,72.7,95.1
39.0,39.2,54.1,60.9
22.6,44.1,37.8,48.6
32.8,68.1,63.3,78.3
32.7,33.8,44.9,51.7
29.2,107.3,73.1,98.3
43.3,19.4,50.1,52.0
40.7,58.9,63.0,75.4
37.4,103.4,75.0,96.4
37.9,77.7,70.2,87.8
31.5,42.2,51.0,60.1
43.0,56.3,63.7,73.1
37.4,87.7,69.4,90.0
38.2,117.1,86.7,111.8
41.5,108.2,81.5,103.1
26.9,114.7,92.4,116.1
40.2,119.8,86.3,109.7
24.9,10.4,26.8,29.0
28.6,13.0,34.3,37.3
28.4,100.6,66.6,87.4
44.5,31.9,55.8,62.0
41.4,16.7,48.8,49.8
37.5,36.1,47.1,55.7
38.2,56.9,64.2,72.9
34.1,90.4,70.3,89.3
43.7,78.7,72.6,86.6
32.4,36.1,44.8,52.7
29.5,65.4,57.6,71.2
24.1,111.9,70.0,94.0
39.7,99.7,82.3,104.2
38.4,45.6,55.2,66.5
29.6,118.0,77.4,99.7
20.6,87.9,56.7,75.0
41.0,16.9,49.1,55.5
20.3,13.9,28.1,31.0
37.6,28.5,47.6,52.5
44.3,90.1,80.1,98.9
30.9,30.2,41.8,47.7
25.9,66.3,52.3,64.4
37.6,20.3,47.1,52.5
40.4,111.3,81.6,106.2
33.7,47.8,55.0,62.8
44.2,109.9,85.9,109.0
21.3,113.9,66.3,89.4
32.6,10.7,39.4,39.0
38.0,61.1,63.0,73.7
41.6,12.7,47.3,48.0
24.5,110.0,66.1,89.3
40.0,67.0,64.7,78.3
33.8,18.2,43.0,45.2
29.9,22.1,37.6,41.8
23.3,52.2,43.2,55.4
41.6,113.4,88.9,113.1
23.9,86.2,56.3,76.1
27.7,105.4,70.5,92.2
27.3,50.3,47.5,60.4
41.8,14.8,47.7,51.3
36.8,117.2,82.7,106.6
39.9,107.0,90.0,114.6
26.3,114.2,69.8,92.1
35.6,50.6,56.8,66.9
34.3,11.1,37.4,40.5
40.8,85.8,77.1,95.8
42.7,117.9,89.3,113.5
20.3,116.2,64.7,93.4
36.9,27.7,47.5,53.1
21.3,29.9,32.4,36.3
33.7,72.2,64.6,81.4
27.2,80.1,58.5,76.3
27.7,91.3,63.7,83.2
28.8,29.9,43.6,48.9
35.5,115.5,82.7,107.5
28.4,80.3,63.8,82.7
38.3,103.2,82.1,103.8
30.1,69.4,56.1,68.6
21.7,55.6,45.9,52.2
39.6,117.5,89.6,114.6
27.1,74.0,59.8,73.6
30.8,105.4,74.9,96.7
37.1,114.9,85.0,107.7
28.3,84.3,61.4,77.9
21.4,70.4,47.9,61.7
29.3,105.9,88.4,108.9
43.6,14.4,46.0,50.6
36.0,32.1,51.6,58.9
36.8,30.5,48.4,53.0
35.8,38.0,53.6,59.7
25.0,43.5,39.9,49.9
30.5,49.6,52.5,64.2
38.8,56.3,60.3,73.8
22.5,20.9,28.3,31.5
26.9,14.7,36.1,40.3
26.9,84.1,62.8,77.6
30.8,69.1,58.9,73.0
44.5,58.9,68.1,81.2
21.7,79.8,54.5,68.0
33.0,101.0,73.8,98.1
24.5,57.0,45.7,59.8
44.3,80.5,75.7,93.6
22.8,114.9,72.7,95.0
30.1,102.4,76.4,97.2
38.4,56.9,64.3,77.1
37.6,80.9,70.9,86.2
30.6,29.5,41.7,47.7
28.7,71.7,55.7,72.3
29.9,117.9,75.7,98.3
26.6,67.0,52.3,67.0
25.1,112.0,74.3,94.7
32.1,54.8,57.6,67.3
26.7,119.9,76.2,100.4
27.2,73.7,54.8,71.2
36.4,14.6,44.1,45.9
44.2,74.5,73.6,89.4
35.1,40.2,46.9,54.7
21.9,13.6,27.9,29.9
21.9,100.3,60.3,83.4
43.8,40.3,58.3,65.2
27.4,97.6,66.0,87.7
22.3,41.7,38.0,46.8
35.0,31.4,47.5,53.2
35.6,117.1,82.3,105.1
36.2,49.8,52.4,61.5
26.7,76.2,60.2,74.8
20.4,77.1,49.3,65.4
44.1,71.7,70.9,87.0
26.3,110.6,69.9,92.7
36.9,84.2,70.4,87.7
37.7,54.4,62.3,73.4
35.3,104.9,77.7,100.4
27.8,29.9,40.9,48.1
26.8,69.9,55.3,67.8
34.9,114.6,81.2,104.8
41.7,78.8,73.8,92.1
43.7,99.9,79.7,99.1
22.6,81.9,54.9,72.3
23.9,102.3,67.1,88.1
43.6,113.9,97.1,119.3
38.4,125.8,94.0,110.9
42.1,28.7,54.4,60.4
25.1,63.2,49.2,64.9
34.7,87.2,73.7,91.6
37.5,35.0,48.8,57.1
37.0,10.5,42.4,43.6
30.2,47.7,46.5,55.9
20.4,116.6,66.4,91.5
34.6,86.4,69.1,87.9
26.3,54.1,50.1,62.2
31.3,31.2,41.6,48.9
43.9,49.2,64.9,73.1
30.0,28.7,41.5,46.3
41.0,21.7,50.2,56.0
24.7,109.7,70.5,90.4
36.8,119.7,82.1,108.0
44.4,28.1,57.3,62.8
22.5,16.0,27.8,32.6
20.2,46.3,40.9,51.0
30.8,60.8,55.8,67.5
22.3,32.5,34.9,40.7
38.7,43.2,54.8,63.2
42.9,32.1,57.3,64.8
30.9,95.2,71.4,87.7
26.5,88.4,60.8,79.7
30.9,79.8,60.5,76.2
38.1,52.6,60.5,71.7
20.2,110.0,61.3,85.2
34.7,116.6,78.8,101.0
35.3,29.1,44.8,50.8
35.9,34.5,48.9,56.5
26.1,67.8,50.5,65.1
37.9,20.0,42.0,46.4
22.3,58.0,43.2,53.8
25.0,74.0,55.9,69.7
41.9,67.4,66.4,78.7
38.5,46.4,56.3,67.0
20.3,69.7,52.1,66.2
26.2,115.5,72.3,96.5
25.4,119.9,91.5,108.7
26.8,82.0,57.7,75.1
26.2,14.8,36.4,40.0
21.6,17.3,27.4,28.4
31.5,70.7,59.3,73.4
38.3,21.5,49.6,51.5
35.2,12.5,39.8,41.8
36.8,28.9,48.5,53.2
22.0,121.5,89.0,104.2
43.8,87.4,78.2,96.8
41.0,32.3,54.6,63.3
40.1,83.5,74.6,92.0
40.6,30.1,51.3,58.3
43.3,77.5,72.8,88.4
33.6,114.4,86.8,108.4
25.0,81.9,55.0,73.7
35.4,119.5,80.0,107.3
38.6,113.2,84.4,109.2
38.4,10.5,44.5,46.7
33.0,107.4,77.7,98.7
21.7,17.3,23.9,29.7
29.3,114.8,74.7,99.8
43.0,41.0,57.2,69.1
34.6,52.0,55.7,64.9
33.5,20.1,40.7,46.2
26.7,22.4,36.8,42.2
29.2,89.9,65.1,83.5
42.4,113.9,84.1,110.5
36.7,77.2,65.6,82.6
39.7,88.7,75.2,92.4
31.4,93.8,69.1,88.6
35.8,38.9,48.5,55.5
26.2,15.0,29.1,31.9
37.6,10.2,41.8,45.0
30.7,48.6,47.3,59.3
31.1,36.6,42.4,50.7
36.2,16.9,42.1,44.6
43.4,29.7,54.3,61.2
21.6,23.7,29.3,35.6
40.6,129.2,87.2,106.3
27.3,25.4,37.5,43.0
31.1,69.1,57.3,71.7
20.5,75.2,50.8,68.0
27.5,69.8,54.7,70.0
32.6,20.9,41.3,46.3
21.4,45.1,41.2,49.8
32.3,15.6,40.2,43.3
43.2,53.5,67.2,79.6
22.6,30.7,36.6,42.8
39.1,71.8,68.3,83.6
30.2,86.2,63.9,79.7
36.4,68.5,63.0,77.4
26.5,57.8,47.9,57.1
24.0,52.6,45.0,55.3
24.0,102.6,66.4,87.9
21.8,34.1,34.0,42.4
24.6,90.8,60.9,78.4
36.6,93.3,72.6,92.9
42.0,56.1,64.9,78.9
40.4,42.7,56.3,64.5
37.1,61.8,60.4,71.1
22.8,20.3,29.5,34.3
27.2,15.1,34.3,35.5
27.7,22.3,36.5,39.9
26.2,30.6,37.6,45.5
32.9,65.5,59.6,76.1
33.4,103.4,73.9,94.2
28.9,35.9,45.5,51.8
28.8,112.9,72.0,95.3
40.7,115.0,86.4,109.7
39.7,115.5,83.1,110.5
27.7,102.1,67.9,88.6
42.8,50.0,59.5,69.8
43.8,18.0,52.5,58.6
28.2,72.6,58.7,74.7
28.9,121.7,93.5,115.9
32.6,103.5,74.1,94.5
43.5,119.6,89.6,114.1
41.9,65.9,66.7,79.1
22.6,48.0,44.8,55.8
29.8,30.4,44.9,52.8
33.8,10.5,38.3,39.6
32.6,66.0,57.9,71.4
24.8,71.1,56.0,70.2
41.5,100.7,80.4,99.4
36.9,65.5,63.6,76.3
40.9,110.8,88.0,112.1
41.5,79.1,71.4,86.9
38.7,102.4,81.3,102.8
31.0,26.3,42.5,46.0
35.3,113.0,86.4,103.5
24.0,84.3,55.7,72.8
36.8,28.7,46.9,51.2
24.5,30.9,37.4,45.0
37.3,111.9,79.3,104.3
25.7,13.5,31.4,32.8
22.9,60.9,48.4,60.7
24.1,44.5,43.9,53.1
20.0,83.2,50.5,65.5
38.0,102.4,81.5,100.7
38.3,49.6,61.6,73.6
32.9,57.0,56.5,66.8
24.0,118.0,69.2,96.0
22.1,96.2,59.9,78.2
20.5,108.7,63.9,87.7
24.1,58.3,48.0,59.7
42.3,35.7,56.6,63.9
26.0,55.3,48.7,63.1
28.9,88.8,64.2,81.0
22.6,22.0,32.0,37.4
25.6,39.8,40.5,49.8
33.0,15.1,38.4,46.6
35.2,57.6,57.1,67.7
26.1,101.0,70.4,90.3
21.4,12.7,29.5,33.1
29.8,84.3,64.6,81.9
25.9,112.6,73.5,96.2
25.5,36.1,41.5,50.4
44.0,86.3,78.9,96.6
35.4,117.3,79.3,102.9
33.9,115.9,79.7,105.2
30.4,35.8,44.1,52.2
30.7,21.0,36.9,41.0
33.5,26.3,41.1,46.4
37.4,87.2,73.3,90.1
37.6,89.8,74.1,94.0
24.3,84.2,55.6,73.0
32.5,47.0,49.8,58.7
30.3,28.7,44.1,48.0
41.8,73.9,69.6,85.8
35.8,63.2,61.4,73.9
33.3,100.7,91.4,107.2
22.9,58.5,47.3,57.7
35.1,47.3,52.3,62.1
22.9,42.3,40.0,48.6
28.4,122.1,87.6,109.9
23.6,39.2,39.7,47.3
37.3,20.4,45.6,47.7
25.2,48.2,45.1,53.8
29.8,14.0,39.8,44.1
42.4,30.5,59.7,67.2
25.1,92.1,60.7,81.0
32.7,45.8,46.4,57.2
30.5,83.5,65.1,83.8
20.5,88.9,56.4,73.3
39.8,73.9,71.5,86.9
21.7,115.5,68.5,91.0
31.9,12.4,36.9,37.8
34.0,91.3,72.8,92.3
35.7,115.5,84.4,109.8
37.2,104.8,76.4,98.4
26.3,28.5,36.1,44.7
20.2,46.0,38.4,48.4
38.1,29.0,49.9,54.8
33.4,76.1,63.4,77.8
40.9,88.3,77.1,97.1
40.5,44.9,60.5,69.9
41.1,69.3,72.3,87.5
32.1,86.0,67.7,81.6
28.3,56.3,49.2,61.5
39.8,103.9,81.1,102.2
31.3,94.9,69.1,86.9
24.6,17.1,32.5,35.9
41.4,78.3,73.5,91.5
42.1,35.9,60.5,71.0
31.7,71.3,59.3,74.7
21.9,115.3,68.8,91.8
29.7,106.7,77.1,97.9
40.1,54.5,60.7,73.7
42.5,42.1,59.7,67.0
25.1,35.8,37.5,46.1
21.7,68.6,49.3,64.1
41.9,22.6,49.4,54.6
29.7,70.4,60.0,72.2
33.5,10.1,37.9,39.5
44.2,45.6,60.6,68.2
21.7,34.2,37.0,43.2
36.2,116.8,83.3,109.2
21.9,90.0,59.8,80.3
29.4,48.5,46.5,57.2
40.1,20.2,48.9,52.2
30.8,66.8,59.1,75.4
44.9,33.5,57.5,63.7
34.0,69.0,59.1,72.1
28.0,101.9,68.7,91.2
25.5,77.7,59.1,75.8
28.8,79.7,62.9,78.6
29.3,69.5,56.3,71.1
21.7,112.0,64.0,88.4
29.2,112.5,73.4,97.4
31.6,66.4,57.2,72.0
38.1,43.6,56.4,64.7
36.4,60.6,60.4,74.0
37.7,30.5,48.4,55.0
20.2,80.0,54.4,70.3
25.4,65.0,51.7,65.0
36.5,21.4,46.0,50.2
32.1,31.7,41.3,46.2
20.1,62.8,40.4,53.1
40.1,107.6,80.3,103.3
39.3,72.3,67.3,80.5
33.7,118.6,90.3,114.2
21.7,47.3,35.9,49.9
39.2,72.9,71.5,84.8
34.6,59.2,58.6,70.4
39.5,82.5,75.3,91.1
38.8,15.6,43.2,46.5
40.1,64.3,66.8,79.0
33.0,42.6,50.1,58.7
23.5,45.9,43.5,51.9
36.8,115.7,82.6,108.5
35.5,30.1,48.5,54.8
38.6,44.2,58.5,66.0
24.2,66.1,49.4,64.6
24.9,104.9,67.3,87.9
42.3,55.8,60.8,70.6
38.7,91.8,76.9,96.0
42.7,104.2,88.3,112.6
39.0,44.1,54.1,60.9
34.9,53.2,56.0,65.2
36.4,49.2,57.8,69.1
42.2,101.6,82.9,103.3
34.5,14.9,40.8,44.8
35.8,43.9,52.6,60.6
23.9,84.7,56.9,75.0
31.8,72.2,60.6,78.3
37.9,58.0,61.2,71.6
26.8,69.4,52.2,68.5
25.1,31.7,37.6,45.3
27.8,57.4,53.9,63.4
26.0,65.2,51.3,65.9
25.4,109.1,66.6,89.8
30.6,38.7,45.8,54.1
42.7,125.8,93.2,117.1
32.7,80.9,62.3,79.1
24.7,12.2,29.9,32.5
21.9,112.3,87.5,105.7
37.4,13.9,41.7,45.9
29.6,119.7,77.8,100.6
40.5,106.0,79.9,104.4
36.5,42.7,50.1,57.7
39.9,38.3,56.6,65.6
26.8,52.0,43.7,55.1
37.3,49.2,55.0,63.6
26.6,51.0,43.4,55.2
43.5,45.0,60.5,68.6
35.9,78.3,68.1,86.1
28.1,28.1,39.6,44.4
26.7,103.1,72.7,91.7
24.8,99.4,66.7,89.6
37.4,62.4,60.5,74.0
25.5,103.8,64.6,87.9
34.9,37.2,55.2,61.2
26.6,11.9,33.5,33.0
36.5,78.1,69.0,87.8
40.4,60.4,64.7,77.3
39.5,127.6,88.1,106.9
39.0,108.9,79.6,103.8
24.7,116.7,71.7,95.7
22.2,79.8,54.3,71.3
37.5,94.0,73.3,95.6
29.2,19.2,35.8,39.9
30.8,27.7,44.9,51.8
20.8,90.7,56.8,72.9
26.5,57.5,53.6,66.9
20.8,59.1,41.0,51.4
42.0,43.9,58.5,69.4
26.1,76.8,53.7,70.7
33.9,30.4,43.7,50.1
21.0,79.0,50.9,67.5
36.7,29.1,48.9,54.6
28.1,17.0,35.4,37.7
42.4,46.3,59.6,69.2
42.2,35.4,51.9,63.1
28.1,107.8,74.2,98.5
42.5,16.0,48.4,50.5
44.9,29.4,54.4,61.2
40.6,70.4,69.3,84.2
41.1,62.9,66.7,79.7
26.2,15.0,31.6,33.3
34.4,10.8,39.0,41.9
21.7,118.7,66.8,93.3
22.4,82.5,56.9,72.8
45.0,50.2,63.1,76.7
28.2,61.7,51.7,67.0
38.7,39.3,55.7,64.7
40.2,47.9,61.7,69.7
41.5,81.4,77.2,94.6
44.9,107.1,89.9,112.6
26.0,30.3,37.5,44.7
21.0,102.4,58.9,83.1
30.3,128.4,93.1,109.0
23.3,33.6,39.5,49.3
20.6,14.1,24.9,28.6
29.0,25.5,41.0,45.8
39.6,110.9,83.3,110.2
34.2,60.5,61.4,75.0
27.8,18.5,34.2,37.5
36.4,115.6,86.5,110.5
25.8,106.7,70.0,93.2
20.4,93.0,61.2,80.1
39.1,112.7,83.3,107.2
35.6,34.2,50.1,56.0
39.1,102.0,77.9,97.0
21.0,85.9,57.0,75.1
40.9,105.7,85.0,107.2
35.5,116.6,91.7,107.2
34.1,48.1,54.3,63.4
35.6,95.2,75.1,93.0
